Algorithm,Iteration,Evaluation,TrainingTime
MIMIC,40,33.0,1.8705741E7
RHC,60,20.0,457649.0
SA,60,20.0,1597442.0
GA,60,31.0,2912495.0
MIMIC,60,35.0,2.7120667E7
RHC,80,20.0,608099.0
SA,80,20.0,2140556.0
GA,80,35.0,3813616.0
MIMIC,80,34.0,3.6854191E7
RHC,100,20.0,792419.0
SA,100,35.0,2810883.0
GA,100,35.0,4556805.0
MIMIC,100,20.0,4.424669E7
RHC,10,20.0,90979.0
SA,10,20.0,230400.0
GA,10,35.0,608493.0
MIMIC,10,10.0,1.6142982E7
RHC,20,20.0,424566.0
SA,20,20.0,1231558.0
GA,20,33.0,2581664.0
MIMIC,20,26.0,2.7833529E7
RHC,40,20.0,830622.0
SA,40,20.0,2814427.0
GA,40,32.0,4955377.0
MIMIC,40,35.0,5.1176026E7
RHC,60,20.0,1258340.0
SA,60,35.0,4435500.0
GA,60,34.0,7312155.0
MIMIC,60,35.0,7.1938434E7
RHC,80,20.0,1527337.0
SA,80,20.0,5371279.0
GA,80,32.0,8954102.0
MIMIC,80,30.0,8.5286288E7
RHC,100,20.0,1683300.0
SA,100,35.0,5949840.0
GA,100,35.0,9695320.0
MIMIC,100,35.0,9.1182957E7
RHC,10,20.0,150450.0
SA,10,35.0,331225.0
GA,10,34.0,988948.0
MIMIC,10,27.0,1.0926879E7
RHC,20,35.0,306806.0
SA,20,35.0,870794.0
GA,20,32.0,1827842.0
MIMIC,20,33.0,1.8760092E7
RHC,40,20.0,530905.0
SA,40,20.0,1773098.0
GA,40,35.0,3185431.0
MIMIC,40,30.0,3.2513214E7
RHC,60,20.0,792025.0
SA,60,35.0,2767166.0
GA,60,35.0,4656841.0
MIMIC,60,35.0,4.5965436E7
RHC,80,20.0,946413.0
SA,80,20.0,3351240.0
GA,80,35.0,5563476.0
MIMIC,80,34.0,5.5739919E7
RHC,100,20.0,1211472.0
SA,100,20.0,4246454.0
GA,100,32.0,6840327.0
MIMIC,100,34.0,6.8274479E7
RHC,10,20.0,116579.0
SA,10,35.0,246548.0
GA,10,28.0,713256.0
MIMIC,10,29.0,7970666.0
RHC,20,20.0,222523.0
SA,20,35.0,656148.0
GA,20,29.0,1350106.0
MIMIC,20,35.0,1.4122549E7
RHC,40,20.0,491521.0
SA,40,35.0,1364678.0
GA,40,35.0,2380408.0
MIMIC,40,32.0,2.4350744E7
RHC,60,20.0,598647.0
SA,60,35.0,2138586.0
GA,60,35.0,3535954.0
MIMIC,60,35.0,3.6397328E7
RHC,80,20.0,798327.0
SA,80,35.0,2860114.0
GA,80,35.0,4602884.0
MIMIC,80,35.0,4.6018999E7
RHC,100,20.0,967681.0
SA,100,35.0,3467425.0
GA,100,34.0,5596560.0
MIMIC,100,35.0,5.7129804E7
RHC,10,20.0,100037.0
SA,10,35.0,230794.0
GA,10,33.0,643939.0
MIMIC,10,32.0,7084511.0
RHC,20,20.0,193378.0
SA,20,20.0,593921.0
GA,20,32.0,1197687.0
MIMIC,20,12.0,1.2752358E7
RHC,40,20.0,396603.0
SA,40,20.0,1317416.0
GA,40,35.0,2327239.0
MIMIC,40,33.0,2.3687113E7
RHC,60,20.0,589195.0
SA,60,35.0,2021615.0
GA,60,35.0,3415831.0
MIMIC,60,31.0,3.504289E7
RHC,80,35.0,806204.0
SA,80,35.0,2715966.0
GA,80,35.0,4580435.0
MIMIC,80,35.0,4.4953644E7
RHC,100,20.0,977133.0
SA,100,35.0,3443006.0
GA,100,35.0,8950951.0
MIMIC,100,30.0,5.7377927E7
RHC,10,20.0,100825.0
SA,10,35.0,230400.0
GA,10,29.0,642758.0
MIMIC,10,29.0,7192820.0
RHC,20,20.0,192591.0
SA,20,35.0,584075.0
GA,20,30.0,1196112.0
MIMIC,20,32.0,1.2521957E7
RHC,40,20.0,382819.0
SA,40,20.0,1261490.0
GA,40,29.0,2273676.0
MIMIC,40,31.0,2.4059691E7
RHC,60,20.0,585256.0
SA,60,35.0,2012162.0
GA,60,35.0,3389049.0
MIMIC,60,31.0,3.4362323E7
RHC,80,20.0,772333.0
SA,80,20.0,2726600.0
GA,80,35.0,4477641.0
MIMIC,80,35.0,4.4998148E7
RHC,100,20.0,972801.0
SA,100,35.0,3445370.0
GA,100,35.0,5637125.0
MIMIC,100,33.0,5.6751318E7
RHC,10,20.0,107914.0
SA,10,20.0,237883.0
GA,10,29.0,654966.0
MIMIC,10,33.0,7066000.0
RHC,20,20.0,194561.0
SA,20,35.0,581318.0
GA,20,35.0,1206746.0
MIMIC,20,35.0,1.255307E7
RHC,40,20.0,387939.0
SA,40,35.0,1291422.0
GA,40,33.0,2320150.0
MIMIC,40,33.0,2.3805266E7
RHC,60,20.0,587225.0
SA,60,35.0,1997984.0
GA,60,31.0,3395745.0
MIMIC,60,34.0,3.4639197E7
RHC,80,20.0,768788.0
SA,80,20.0,2734476.0
GA,80,34.0,4522146.0
MIMIC,80,30.0,1.01078746E8
RHC,100,20.0,2106291.0
SA,100,20.0,7427552.0
GA,100,33.0,1.2065489E7
MIMIC,100,35.0,1.13932716E8
RHC,10,20.0,180382.0
SA,10,20.0,393453.0
GA,10,28.0,1167755.0
MIMIC,10,32.0,1.3417564E7
RHC,20,20.0,356037.0
SA,20,35.0,1087410.0
GA,20,30.0,2199239.0
MIMIC,20,35.0,2.2793869E7
RHC,40,20.0,712074.0
SA,40,35.0,2432396.0
GA,40,31.0,4199980.0
MIMIC,40,35.0,3.8550881E7
RHC,60,20.0,940506.0
SA,60,35.0,3264200.0
GA,60,35.0,5541027.0
MIMIC,60,35.0,5.5774972E7
RHC,80,35.0,1165786.0
SA,80,20.0,3897505.0
GA,80,35.0,6462234.0
MIMIC,80,35.0,6.590313E7
RHC,100,35.0,1441085.0
SA,100,20.0,4858098.0
GA,100,32.0,7315305.0
MIMIC,100,35.0,7.2143234E7
RHC,10,20.0,115791.0
SA,10,35.0,268997.0
GA,10,28.0,758155.0
MIMIC,10,29.0,8425165.0
RHC,20,20.0,233551.0
SA,20,35.0,688444.0
GA,20,32.0,1413909.0
MIMIC,20,35.0,1.5131584E7
RHC,40,20.0,453711.0
SA,40,20.0,1509220.0
GA,40,32.0,2669098.0
MIMIC,40,32.0,4.1637063E7
RHC,60,20.0,1267792.0
SA,60,35.0,4314983.0
GA,60,35.0,7294038.0
MIMIC,60,35.0,7.4251889E7
RHC,80,20.0,1692359.0
SA,80,20.0,5926997.0
GA,80,29.0,9507061.0
MIMIC,80,33.0,9.9386781E7
RHC,100,20.0,1804999.0
SA,100,20.0,6392129.0
GA,100,35.0,1.0391641E7
MIMIC,100,35.0,9.9026018E7
RHC,10,20.0,156357.0
SA,10,35.0,365490.0
GA,10,30.0,1046451.0
MIMIC,10,35.0,1.1304183E7
RHC,20,20.0,304050.0
SA,20,35.0,941294.0
GA,20,29.0,1905036.0
MIMIC,20,33.0,2.0394555E7
RHC,40,20.0,625822.0
SA,40,20.0,2074783.0
GA,40,35.0,3717517.0
MIMIC,40,32.0,3.4860145E7
RHC,60,20.0,847557.0
SA,60,35.0,2937308.0
GA,60,32.0,4901420.0
MIMIC,60,34.0,4.9807015E7
RHC,80,20.0,1107103.0
SA,80,20.0,3921530.0
GA,80,35.0,6119194.0
MIMIC,80,33.0,5.8943861E7
RHC,100,20.0,1267004.0
SA,100,35.0,4491426.0
GA,100,35.0,7263712.0
MIMIC,100,30.0,7.2075886E7
RHC,10,20.0,117366.0
SA,10,35.0,268603.0
GA,10,32.0,758942.0
MIMIC,10,35.0,8455885.0
RHC,20,20.0,230007.0
SA,20,20.0,692382.0
GA,20,32.0,1399337.0
MIMIC,20,33.0,1.4460864E7
RHC,40,20.0,419053.0
SA,40,35.0,1413909.0
GA,40,35.0,2474144.0
MIMIC,40,35.0,2.5637834E7
RHC,60,20.0,630549.0
SA,60,20.0,2132679.0
GA,60,35.0,3676557.0
MIMIC,60,34.0,3.7455988E7
RHC,80,20.0,830622.0
SA,80,20.0,2894378.0
GA,80,33.0,4919144.0
MIMIC,80,33.0,4.6083984E7
RHC,100,20.0,969651.0
SA,100,20.0,3367388.0
GA,100,35.0,5582381.0
MIMIC,100,34.0,5.7391712E7
RHC,10,20.0,100825.0
SA,10,35.0,210708.0
GA,10,34.0,650240.0
MIMIC,10,33.0,7047884.0
RHC,20,35.0,202830.0
SA,20,35.0,588013.0
GA,20,35.0,1200051.0
MIMIC,20,35.0,1.2276197E7
RHC,40,20.0,393452.0
SA,40,35.0,1298906.0
GA,40,33.0,2304789.0
MIMIC,40,12.0,2.4177452E7
RHC,60,20.0,585256.0
SA,60,20.0,1975140.0
GA,60,32.0,3400865.0
MIMIC,60,35.0,3.4753806E7
RHC,80,35.0,801872.0
SA,80,20.0,2706514.0
GA,80,35.0,7901349.0
MIMIC,80,34.0,4.5482186E7
RHC,100,20.0,952321.0
SA,100,20.0,3415831.0
GA,100,34.0,5712744.0
MIMIC,100,35.0,5.7129804E7
RHC,10,20.0,99643.0
SA,10,20.0,215434.0
GA,10,28.0,638031.0
MIMIC,10,29.0,7141225.0
RHC,20,20.0,194560.0
SA,20,35.0,591557.0
GA,20,33.0,1211472.0
MIMIC,20,14.0,1.2727939E7
RHC,40,20.0,389514.0
SA,40,20.0,1263459.0
GA,40,33.0,2261467.0
MIMIC,40,29.0,2.4060085E7
RHC,60,20.0,579742.0
SA,60,35.0,2000346.0
GA,60,31.0,3426859.0
MIMIC,60,30.0,3.4973179E7
RHC,80,20.0,777847.0
SA,80,35.0,2653345.0
GA,80,35.0,4543807.0
MIMIC,80,35.0,4.5320316E7
RHC,100,20.0,971226.0
SA,100,20.0,3400077.0
GA,100,29.0,5559538.0
MIMIC,100,20.0,5.5480769E7
RHC,10,35.0,105157.0
SA,10,20.0,217403.0
GA,10,30.0,638819.0
MIMIC,10,31.0,9695320.0
RHC,20,20.0,200075.0
SA,20,20.0,553748.0
GA,20,34.0,1192568.0
MIMIC,20,32.0,1.2779927E7
RHC,40,20.0,385182.0
SA,40,20.0,1267399.0
GA,40,34.0,2312667.0
MIMIC,40,35.0,2.3606768E7
RHC,60,20.0,580923.0
SA,60,35.0,2042488.0
GA,60,30.0,3394169.0
MIMIC,60,31.0,3.4514347E7
RHC,80,20.0,779816.0
SA,80,35.0,2736840.0
GA,80,35.0,4534355.0
MIMIC,80,35.0,4.5262814E7
RHC,100,20.0,963349.0
SA,100,35.0,3476484.0
GA,100,32.0,5659969.0
MIMIC,100,34.0,5.7401558E7
RHC,10,20.0,101219.0
SA,10,35.0,216222.0
GA,10,32.0,647484.0
MIMIC,10,28.0,7228659.0
RHC,20,20.0,192985.0
SA,20,20.0,580136.0
GA,20,33.0,1194142.0
MIMIC,20,32.0,1.2645625E7
RHC,40,20.0,384000.0
SA,40,35.0,1300481.0
GA,40,35.0,2291006.0
MIMIC,40,16.0,2.3819839E7
RHC,60,20.0,602191.0
SA,60,35.0,2013343.0
GA,60,34.0,3409136.0
MIMIC,60,31.0,3.4614385E7
RHC,80,20.0,769970.0
SA,80,35.0,2690365.0
GA,80,35.0,4507968.0
MIMIC,80,35.0,4.9308012E7
RHC,100,35.0,993674.0
SA,100,35.0,3500902.0
GA,100,35.0,5552055.0
MIMIC,100,32.0,5.6727293E7
RHC,10,20.0,99644.0
SA,10,20.0,220948.0
GA,10,35.0,635669.0
MIMIC,10,27.0,7210149.0
RHC,20,20.0,196923.0
SA,20,35.0,580924.0
GA,20,29.0,1161059.0
MIMIC,20,35.0,1.2668862E7
RHC,40,20.0,389120.0
SA,40,20.0,1287878.0
GA,40,33.0,2309910.0
MIMIC,40,35.0,2.3087679E7
RHC,60,20.0,579348.0
SA,60,20.0,2009011.0
GA,60,33.0,3424889.0
MIMIC,60,35.0,3.4678581E7
RHC,80,20.0,781785.0
SA,80,35.0,2724236.0
GA,80,35.0,4453223.0
MIMIC,80,31.0,4.0661504E7
RHC,100,20.0,768395.0
SA,100,20.0,2702182.0
GA,100,33.0,4465433.0
MIMIC,100,33.0,4.9740061E7
RHC,10,20.0,83890.0
SA,10,34.0,187865.0
GA,10,35.0,548629.0
MIMIC,10,34.0,5839563.0
RHC,20,20.0,161477.0
SA,20,35.0,489551.0
GA,20,30.0,984617.0
MIMIC,20,33.0,1.0508219E7
RHC,40,20.0,304443.0
SA,40,20.0,1019669.0
GA,40,35.0,1832962.0
MIMIC,40,34.0,1.87916E7
RHC,60,20.0,477342.0
SA,60,35.0,1626980.0
GA,60,35.0,2781345.0
MIMIC,60,9.0,2.9525888E7
RHC,80,20.0,621883.0
SA,80,35.0,2192938.0
GA,80,34.0,3576127.0
MIMIC,80,32.0,3.6546596E7
RHC,100,20.0,760124.0
SA,100,35.0,2717541.0
GA,100,34.0,4661173.0
MIMIC,100,29.0,4.6307294E7
RHC,10,20.0,79951.0
SA,10,20.0,183139.0
GA,10,31.0,512001.0
MIMIC,10,33.0,5656425.0
RHC,20,20.0,152812.0
SA,20,20.0,473010.0
GA,20,35.0,932628.0
MIMIC,20,30.0,1.0375888E7
RHC,40,20.0,334770.0
SA,40,35.0,1045662.0
GA,40,35.0,1899128.0
MIMIC,40,34.0,1.9470197E7
RHC,60,20.0,477736.0
SA,60,35.0,1626586.0
GA,60,32.0,2759289.0
MIMIC,60,15.0,2.8184052E7
RHC,80,35.0,3495782.0
SA,80,20.0,2274858.0
GA,80,35.0,3787622.0
MIMIC,80,30.0,3.7325624E7
RHC,100,20.0,782179.0
SA,100,35.0,2720298.0
GA,100,33.0,4454798.0
MIMIC,100,29.0,4.6391971E7
RHC,10,20.0,81526.0
SA,10,20.0,212677.0
GA,10,32.0,529330.0
MIMIC,10,32.0,5944719.0
RHC,20,20.0,156751.0
SA,20,20.0,452924.0
GA,20,33.0,950746.0
MIMIC,20,29.0,1.0005671E7
RHC,40,35.0,313502.0
SA,40,20.0,1013761.0
GA,40,33.0,2025946.0
MIMIC,40,33.0,1.8971588E7
RHC,60,20.0,461982.0
SA,60,35.0,1593503.0
GA,60,35.0,2693517.0
MIMIC,60,29.0,2.9084779E7
RHC,80,20.0,627792.0
SA,80,35.0,2223658.0
GA,80,35.0,3669862.0
MIMIC,80,30.0,3.7109796E7
RHC,100,20.0,775484.0
SA,100,35.0,2740778.0
GA,100,35.0,4427229.0
MIMIC,100,32.0,4.8729057E7
RHC,10,20.0,110671.0
SA,10,35.0,200862.0
GA,10,34.0,632518.0
MIMIC,10,33.0,5766308.0
RHC,20,20.0,157933.0
SA,20,35.0,471828.0
GA,20,33.0,980284.0
MIMIC,20,35.0,1.0026546E7
RHC,40,20.0,309169.0
SA,40,20.0,1036998.0
GA,40,35.0,1822721.0
MIMIC,40,33.0,1.8446197E7
RHC,60,20.0,463952.0
SA,60,20.0,1584051.0
GA,60,35.0,2698637.0
MIMIC,60,32.0,2.792175E7
RHC,80,20.0,637243.0
SA,80,20.0,2174427.0
GA,80,35.0,3613148.0
MIMIC,80,14.0,3.6826621E7
RHC,100,20.0,779422.0
SA,100,20.0,2827424.0
GA,100,33.0,4553260.0
MIMIC,100,35.0,4.5377817E7
